benchmark_type,broker_count,partitions,replication_factor,min_insync_replicas,num_records,record_size_bytes,throughput_limit_records_per_sec,producer_count,consumer_count,batch_size,linger_ms,acks,compression_type,trial_index,comparison_mode,metric,metric_label,pct_change_vs_plaintext,penalty_pct_vs_plaintext
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,none,1,tls,fetch_time_ms,Consumer fetch time ms,64.13268832066345,64.13268832066345
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,none,1,tls,benchmark_client_cpu_percent_mean,Benchmark client CPU %,-8.072030852999971,-8.072030852999971
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,none,1,tls,broker_cpu_percent_mean,Broker CPU mean %,-47.88343075495692,-47.88343075495692
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,none,1,tls,broker_cpu_percent_max_mean,Broker CPU max mean %,-37.23955541260141,-37.23955541260141
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,none,1,tls,benchmark_client_memory_used_percent_mean,Benchmark client memory %,0.21893599789042567,0.21893599789042567
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,none,1,tls,broker_memory_used_percent_mean,Broker memory %,74.51184031038038,74.51184031038038
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,none,1,tls,benchmark_client_network_rx_bytes_delta,Benchmark client network RX bytes,1.8465993711170823,1.8465993711170823
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,none,1,tls,benchmark_client_network_tx_bytes_delta,Benchmark client network TX bytes,3.5174178442159114,3.5174178442159114
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,none,1,tls,broker_network_rx_bytes_delta_mean,Broker network RX bytes mean,2.512667083426551,2.512667083426551
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,none,1,tls,broker_network_tx_bytes_delta_mean,Broker network TX bytes mean,2.162376631656053,2.162376631656053
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,none,1,tls,benchmark_client_disk_write_sectors_delta,Benchmark client disk write sectors,-18.205073545086336,-18.205073545086336
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,none,1,tls,broker_disk_read_sectors_delta_mean,Broker disk read sectors mean,279.3103448275862,279.3103448275862
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,none,1,tls,broker_disk_write_sectors_delta_mean,Broker disk write sectors mean,3.176304044356172,3.176304044356172
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,none,1,mtls,records_consumed,records consumed,0.0,0.0
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,none,1,mtls,throughput_records_per_sec,Throughput records/s,-50.88422537683407,50.88422537683407
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,none,1,mtls,throughput_mb_per_sec,Throughput MB/s,-50.884231856236326,50.884231856236326
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,none,1,mtls,data_consumed_mb,Data consumed MB,0.0,0.0
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,none,1,mtls,rebalance_time_ms,Consumer rebalance time ms,48.113207547169814,48.113207547169814
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,none,1,mtls,fetch_time_ms,Consumer fetch time ms,127.98894263994471,127.98894263994471
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,none,1,mtls,benchmark_client_cpu_percent_mean,Benchmark client CPU %,-35.784000632987876,-35.784000632987876
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,none,1,mtls,broker_cpu_percent_mean,Broker CPU mean %,-76.12711026937615,-76.12711026937615
